sr_no,date_of_complaint,complaint_number,complainant_name_org,category_of_complaint,complaint,place_of_incident,violation_of_law,action_initiated,status,date_of_action_taken,state_id,page,ai_animal_type,ai_dog_type,ai_complaint_type
30,07/10/2025,9-3/2025-26/2447/PCA,Ishwar Sharma,-,"My mother have been feeding dogs in the society and she is 57 years old, But the AoA has been harassing and threatening us for a while though we have been standing strong in our resolve to feed community animals as this is our responsibility as human, There have been instances of animal cruelty, Guards and other residents have been beating these animals with sticks and dropping hot water on these stray kids, This behaviour has now reached its limits as i have received a illegal notice asking for penal compensation of 500 rs per day by mr. Ishwar Sharma and our inhuman president who uses very derogatory language and an violent approach towards these animals, I request you to kindly look into this matter and help us out as it is illegal to send penal notices as per Supreme Court of India and the behaviour and violent incidence are at a rise here","B2-30, Amrapali Dream Valley Villas, Techzone 4, Greater Noida west",-,-,-,04/11/2025,35,1,dog,stray,harm_or_threat_to_dogs_and_feeders
31,06/10/2025,9-3/2025-26/2441/PCA,Pradeep Mahakal,-,"Complaint regarding illegal possession and use of Indian Python Schedule 1 Protected Species by a person named Pradeep Mahakal 

I wish to bring to your kind notice a serious violation of the Wildlife Protection Act, 1972, observed on the social media platform Instagram. A person identified as Mr. Pradeep Mahakal, has been repeatedly posting videos where he is seen using and displaying an Indian Python  during religious jhankis and stage performances.
In these videos, he is observed rolling the Indian Python around his neck and body during performances, and in one particular video, a woman is seen giving a bath to the python. These acts clearly indicate illegal possession, handling, and display of a Schedule 1 protected species, which is a punishable offence under Sections 9, 39, 49, and 51 of the Wildlife Protection Act 1972",Kanpur Uttar Pradesh,-,-,-,22/10/2025,35,1,unclear,Not Applicable,Not Applicable
32,03/10/2025,9-3/2025-26/2432/PCA,Sarvesh Kumar,-,This is a goat farm has Udyam Registration No- UP 230005129 but selling these goats illegally in cash and has no record.Moreover This farm is transporting these goats in a very bad way via mini truck in worst condition etawah to lucknow and more areas.These goats dont survive after this type of iunethical transportation.What the owner of farm is doing he is selling goats and their new born goats separately hence the new born goats are not able to survive.He is doing this unethical practices from long time and he is also not maintaining sales record.The kids of goats are sold for some price and hence these kids do not survive.They are promoting this on youtube also where one can see how the owner treats the goats.I request animal welfare board to look into this and take strict action on that farm.,Near New Central Jail Mahola Etawah Uttar Pradesh,-,-,-,06/10/2025,35,1,unclear,Not Applicable,Not Applicable
33,01/10/2025,9-3/2025-26/2417/PCA,VIJAY GOYAL,-,"This man brutally beat up the dogs that are under my care, and is extremely cruel against these dogs, which may in future be the cause of aggressive behaviour in dogs. The man, when I tried to stop him and told him that his actions were against the law, threatened to beat me up, too. He, in front of his wife, threatened to lock me up in his house and beat me there. I have raised the same complaint via email, mentioning UP Police and the National Women Commission. The accused is spreading fake news on WhatsApp community groups and vandalised my feeding spot today on 01 october 2025. The accused is also visiting people in the locality to stir up problems against me and the stray dogs under my care.","HOUSE NO 43, BLOCK B, BRIJ VIHAR, GHAZIABAD, 201011",-,-,-,04/11/2025,35,1,dog,stray,harm_or_threat_to_dogs_and_feeders
34,30/09/2025,9-3/2025-26/2414/PCA,RAMSINGAR,-,ukt logo dvaara berahamee se praarthinee ke gaay ko eent patthar aur lohe ke raad se kooch kooch kar maar diya gaya jisaka shikaayat thaana saraayalakhansee va jilaadhikaaree ke samaksh diya gaya lekin koee kaaryavaahee nahin kee gayee na hee medikal va post maartam karaaya gaya dinaank 28 sitambar 2025 ko subah lagabhag 8 baje gaay ko maara gaya tatha ukt logo dvaara ilaaj na karaane dene ke vajah se 29 sitambar 2025 ko gaay kee mrtyu ho gayee jisake baad se hee usakee baadee vahee padee huee hai,TAJPUR PATILA,-,-,-,22/10/2025,35,1,cow,Not Applicable,Not Applicable
35,30/09/2025,9-3/2025-26/2413/PCA,RAMSINGAR,-,ukt logo dvaara berahamee se praarthinee ke gaay ko eent patthar aur lohe ke raad se kooch kooch kar maar diya gaya jisaka shikaayat thaana saraayalakhansee va jilaadhikaaree ke samaksh diya gaya lekin koee kaaryavaahee nahin kee gayee na hee medikal va post maartam karaaya gaya dinaank 28 sitambar 2025 ko subah lagabhag 8 baje gaay ko maara gaya tatha ukt logo dvaara ilaaj na karaane dene ke vajah se 29 sitambar 2025 ko gaay kee mrtyu ho gayee jisake baad se hee usakee baadee vahee padee huee hai,TAJPUR PATILA,-,-,-,01/10/2025,35,1,cow,Not Applicable,Not Applicable
36,30/09/2025,9-3/2025-26/2412/PCA,RAMSINGAR,-,ukt logo dvaara berahamee se praarthinee ke gaay ko eent patthar aur lohe ke raad se kooch kooch kar maar diya gaya jisaka shikaayat thaana saraayalakhansee va jilaadhikaaree ke samaksh diya gaya lekin koee kaaryavaahee nahin kee gayee na hee medikal va post maartam karaaya gaya dinaank 28 sitambar 2025 ko subah lagabhag 8 baje gaay ko maara gaya tatha ukt logo dvaara ilaaj na karaane dene ke vajah se 29 sitambar 2025 ko gaay kee mrtyu ho gayee jisake baad se hee usakee baadee vahee padee huee hai,TAJPUR PATILA,-,-,-,01/10/2025,35,1,cow,Not Applicable,Not Applicable
37,30/09/2025,9-3/2025-26/2411/PCA,RAMSINGAR,-,ukt logo dvaara berahamee se praarthinee ke gaay ko eent patthar aur lohe ke raad se kooch kooch kar maar diya gaya jisaka shikaayat thaana saraayalakhansee va jilaadhikaaree ke samaksh diya gaya lekin koee kaaryavaahee nahin kee gayee na hee medikal va post maartam karaaya gaya dinaank 28 sitambar 2025 ko subah lagabhag 8 baje gaay ko maara gaya tatha ukt logo dvaara ilaaj na karaane dene ke vajah se 29 sitambar 2025 ko gaay kee mrtyu ho gayee jisake baad se hee usakee baadee vahee padee huee hai,TAJPUR PATILA,-,-,-,01/10/2025,35,1,cow,Not Applicable,Not Applicable
38,26/09/2025,9-3/2025-26/2390/PCA,Manister Singh Chauhan,-,"On 30.08.2025 A FIR has been registered against Mr Vinod Sharma to kill a dog puppy in PS Nandgram Ghaziabad. Same day with malice intention to thrown out all the society dogs, AOA fixed a feeding point at the main Entry Gate of society which is gross violation of ABC Rule 20/ UP Shashan Circular 04.09.2025 and Supreme Court Order dated 22.08.2025. Even in the very morning of 19.05.2025 at 04.30 am. Under the direction of Manishter Singh Chauhan Secretary AOA Star Rameshwaram, A dog brutally beaten and caught by Security Guard Ronit and Akash who packed this dog in a Bora and thrown out from the 3 km far from society nearby UNINAV Society in Raj Nagar Extention Ghaziabad. We have enough evidence but Police is not ready to register FIR. Please Please do the needful.",Star Rameshwaram Society Raj Nagar Extention Ghaziabad UP,-,-,-,22/10/2025,35,1,dog,stray,harm_or_threat_to_dogs
39,26/09/2025,9-3/2025-26/2388/PCA,-,-,"Fake vet done hysterectomy Uterus removal surgery to my pet cat and damaged her intestines In 1year he has taken more than 40 thousand rupees for vaccination and treatment of my pet He is still doing these type of operations with other animals
Veterinarian Name Pankaj Tiwari
Veterinarian Contact Number 
7991949713
Location Pawsome Pet Care Kishori lal Harihar Nagar Chinhat Lucknow Uttar Pradesh","Pawsome Pet Care, Kishori lal, Harihar Nagar, Chinhat, Lucknow, Uttar Pradesh",-,-,-,22/10/2025,35,1,cat,Not Applicable,Not Applicable
40,26/09/2025,9-3/2025-26/2382/PCA,DM Ayodhya Food department nagar nigam pollution control board,-,"Regarding Illegal Meat Shops Slaughterhouses in Ayodhya District for Animal Welfare

Dear Sir,

I, Pragya Gupta, resident of Ayodhya, under the Right to Information Act, 2005 letter no. FSDA RTI 2025-26  175, inform you that all meat shops and slaughterhouses operating in Ayodhya district are without FSSAI license registration. This situation clearly violates the Prevention of Cruelty to Animals Act PCA Act 1960, Section 11, Slaughterhouse Rules 2001, and Transport of Animals Rules 1978.

The operation of these establishments in residential areas and tourist zones is affecting both public health and animal welfare. People are purchasing meat without licenses, posing a serious risk of inhumane slaughter and contaminated meat.

Request:

1. Immediate inspection of all meat shops slaughterhouses from an animal welfare perspective and closure of unlicensed establishments.
2. Action against illegal operations under the PCA Act, 1960.
3. AWBI monitoring and corrective directives on inhumane slaughter and transportation.

Sincerely,
Pragya Gupta
Animal Rights Activist, Ayodhya
9056583401",Ayodhya district,-,-,-,22/10/2025,35,1,unclear,Not Applicable,Not Applicable
41,23/09/2025,9-3/2025-26/2375/PCA,Unknown,-,"Hello, I want to bring cruelty to your knowledge Sir, It is my humble request that on 23-09-2025, I came to know of a serious incident on the social networking site Facebook, video evidence of which is also available the video is said to be from your police station area. In the said video, some unidentified individuals are seen creating a ruckus on a public road while intoxicated  and some of them are smoking cigarettes while sitting on a cow. This act is not only detrimental to law and order and public peace, but it also hurts religious sentiments and causes unnecessary suffering to the animal, which constitutes animal cruelty 
I run an animal welfare organization called People for Animals and I am an honorary animal welfare representative of the Animal Welfare Board of India. As such, it is my duty to inform you of such incidents and demand strict action as per the law","Mohalla Sarai Kaiyan, Thana RC mission Shahjahanpur Uttar Pradesh 242001",-,-,-,03/12/2025,35,1,cow,Not Applicable,Not Applicable
42,21/09/2025,9-3/2025-26/2368/PCA,Mr Anoop Mehrotra,-,"I would like to bring in the notice regarding the Gross Violation and contempt of the recent Honourable Supreme Court orders regarding stray or community dogs in Gulmohar Greens Society, Bithoor Road, Kanpur - 208017 

As per the latest Supreme Court orders, no Community dogs could be dislocated, but here in Gulmohar Greens, Bithoor Road, Singhpur, Kanpur - 208017, the Apartment Owners Association or AOA has openly notified through its written notice that they are going to remove or dislocate about 15 community dogs from its campus, that too with the help of Kanpur Municipal Corporation or Nagar Nigam. As per our sources they may also attempt to call on some private dog catchers if Nagar Nigam doesn not agree to catch the community dogs.

On 02.08.2025 same group tried to illegally dislocate these community dogs with the help of Nagar Nigam Kanpur. Nagar Nigam Kanpur sent a vehicle to Gulmohar Greens Society, but failed to catch dogs, as some aware residents called up the police. Interestingly Nagar Nigam dog catching vehicle did not had any number plates, as they were deliberately removed, inorder to leave no traces. And when Bithoor Police or Kanpur Police asked them about the missing number plate, the vehicle exited society quietly, with the help of some people, including management of Gulmohar Greens.


I am also attaching the recent letter/notice of Gulmohar Greens Apartment Owners Association or AOA along with the pics of 02.08.2025 where the society management conspired with Nagar Nigam officials to illegally dislocate the community dogs. I am also attaching the video where community dogs was being dumped in Nagar Nigam garbage collection vehicle 

On top of that Gulmohar Greens AOA are also threatening the feeders of the community dogs, as visible in the notice.

What is more alarming is the potential involvement of Kanpur Nagar Nigam officials in this illegal and unethical work in conjunction with the Gulmohar Greens AOA and builder Mr. Anoop Mehrotra or MG Infraestate Pvt. Ltd.,
as builder is also a prominent and very influential member of Gulmohar Greens Apartment Owners Association and also happens to be the main conspiror.

They have already illegally dislocated a community dog few months back by dumping it in the Nagar Nigam garbage collection vehicle. I will also attach the video evidence for the same.","Gulmohar Greens, Bithoor Road, Singhpur chauraha",-,-,-,03/12/2025,35,1,dog,stray,harm_or_threat_to_dogs_and_feeders
43,14/09/2025,9-3/2025-26/2341/PCA,-,-,"There is rampant sale of Green Parrot varieties like Ringneck parrot on the main road. Multiple groups of people have been selling these green parrot on the road and confining them in small cages. This act has been continuing for about a year now and the number of people selling parrots has been observed to increase. 
The parrots are confined in very cruel condition without food water. Such people also selling parrots near Indira Nagar locality.","Faizabad Road, Chinhut Tiraha, Lucknow",-,-,-,23/09/2025,35,1,bird,Not Applicable,Not Applicable
44,08/09/2025,9-3/2025-26/2319/PCA,Shweta Singh,-,One of my dog has been stolen by my neighbour and have kept it for prolonged confinement.,"Anand Nagar Colony, LRP road, lakhimpur kheri",-,-,-,25/09/2025,35,1,dog,pet,Not Applicable
45,31/08/2025,9-3/2025-26/2285/PCA,Ghaziabad nagar nigam,-,"Why only Ghaziabad municipal corporation issuing rule to register pet dogs and directing RWA to inform residents to put their pet dogs in muzzle in common places like lifts, parks etc. 

I am surprised to see that a local municipality can issue orders which does not align with guidelines issued by Animal Welfare Board wrt use of muzzle.

I am a resident of Amrapali Green, Indirapuram, Ghaziabad and my RWA is forcing me to comply with directives issued by Ghaziabad nagar nigam to put my pet dog in muzzle. 

May I request you to guide me what should be done in this situation. I consider putting my pet in muzzle as a cruel act.",Amrapali Green Indirapuram Ghaziabad,-,-,-,26/09/2025,35,1,dog,pet,harm_due_to_fear
46,30/08/2025,9-3/2025-26/2282/PCA,Rahul Tiwari,-,"I am writing to bring to your urgent attention a grave incident that has caused immense distress to my family.

Our beloved female pet dog, Cookie, whom we had cherished for seven years, was brutally killed by Rahul Tiwari, son of the late Raghubar Tiwari, from our locality. This act appears to be motivated by an old enmity.

Cookie was more than just a pet; she was a cherished member of our family. Her tragic and untimely death has left my entire family deeply saddened, and my parents are particularly grief-stricken.

The killing of a mute animal is a punishable crime. We appeal to you for justice in this matter and kindly request your immediate intervention to investigate this heinous act and ensure appropriate legal action is taken against the perpetrator.","Village- Semari, Post Codari, PS- Gola Bazar, Dist- Gorakhpur",-,-,-,22/10/2025,35,1,dog,pet,harm_or_threat_to_dogs
47,29/08/2025,9-3/2025-26/2276/PCA,Anand patel,-,Betting dog without any reason just for fun.,"Near MC WORLD ,chitaipur kandwa road,",-,-,-,22/10/2025,35,1,dog,unclear,harm_or_threat_to_dogs
48,27/08/2025,9-3/2025-26/2269/PCA,-,-,"Street dogs are being killed and disposed by groups by beating them to death. They are being paid INR 500-2000 to kill dogs. There has been a FIR in Jajmau Thana Kanpur for this by a local NGO named the Faithfuls hand foundation. Please look into this matter.

Attaching local newspaper links reporting the incident.",Jajmau Kanpur,-,-,-,04/11/2025,35,1,dog,stray,harm_or_threat_to_dogs
49,27/08/2025,9-3/2025-26/2268/PCA,BRIJESH SHUKLA,-,"SUBJECT-URGENT COMPLAINT OF ANIMAL CRUELTY,MISUSE OF STRAY DOGS TO ATTACK LICENSED PET , AND ORGANIZED HARASSMENT  BY ACCUSED AND  HIS FAMILY. REQUEST FOR IMMEDIATE INTERVENTION,FIR AND ATR . RESPECTED SIR, I,DIVYANSHU AWASTHI, RESIDENT OF 888, TULSI MANAS MANDIR, ALINAGAR SUNAHARA, MANAS NAGAR, LUCKNOW, UTTAR PRADESH-226023, AM THE LAWFUL OWNER OF A LICENSED PET DOG LICENSE NO.2025/PET003354. I FULLY COMPLY WITH THE 2015 GUIDELINES ISSUED BY THE ANIMAL WELFARE BOARD OF INDIA  A.W.B.I FOR DOG OWNERS. AS PER THESE GUIDELINES, BARKING IS A NATURAL NATURE OF DOGS. MY PET DOG, WHO IS FULLY VACCINATED AND DISCIPLINED, ONLY BARKS WHEN SENSING DANGER, SEEING SUSPICIOUS PERSONS, OR NOTICING SUSPECTS AROUND THE HOUSE. OTHERWISE, HE DOES NOT BARK UNNECESSARILY. DETAILS OF HARASSERS AMD THEIR RELATIONS: THE PRIMARY ACCUSED IS BRIJESH SHUKLA, MENTALLY UNSTABLE DUE TO A PAST HEAD INJURY IN A BIKE ACCIDENT, HABITUAL DRINKER, AND THE MAIN INSTIGATOR OF CRUELTY AND HARASSMENT. HIS FAMILY MEMBERS AND ASSOCIATES WHO AID, ABET AND COVER HIS ACTIONS ARE-1- RADHA SHUKLA ,WIFE OF BRIJESH SHUKLA,2- SHEETAL SHUKLA  DAUGHTER, 3- SURBHI SHUKLA  DAUGHTER, 4- KAUSHLESH SHUKLA  ELDER BROTHER , 5- MADHU SHUKLA  WIFE OF KAUSHLESH SHUKLA, 6- MAYANK SHUKLA  SON OF KAUSHLESH AND MADHU SHUKLA, 7- ANCHAL SHUKLA  DAUGHTER OF KAUSHLESH AND  MADHU SHUKLA, 8- SARIKA MISHRA ,ALIAS, PUTUN MISHRA, SISTER OF BRIJESH SHUKLA, RESIDING APPROX. 400 METERS AWAY. ACTS OF HARASSMENT: DELIBERATELY LURING STRAY DOGS BY THROWING STALE, UNHYGIENIC FOOD OUTSIDE HIS HOUSE ,CAPTURED IN CCTV, PROVOKING AGGRESSION AMONG STRAYS SO THAT WHEN MY LICENSED PET NATURALLY BARKS, THE ACCUSED USE THIS AS AN EXCUSE TO THROW STONES, ABUSE, AND THREATEN. VIOLENT ASSAULTS, INTIMIDATION, AND USE OF FOUL LANGUAGE WHEN I PROTECT MY PET. PRETENDING TO BE INTOXICATED, BUT ACTS ARE DELIBERATE AND PRE-PLANNED. FAMILY MEMBERS ACTIVELY SHIELD BRIJESH, MAKING THIS AN ORGANIZED CONSPIRACY. THREATS OF FILING FALSE FIRS TO EXTORT MONEY AND HARASS LAW-ABIDING CITIZENS. GROUNDS FOR URGENT ACTION: BRIJESH SHUKLA IS MENTALLY UNSTABLE DUE TO HIS HEAD INJURY AND ALCOHOLISM. HIS FAMILY EXPLOITS HIS CONDITION AS A WEAPON TO HARASS NEIGHBOURS. THIS CONSTITUTES ORGANIZED EXTORTION, ANIMAL CRUELTY, AND A THREAT TO PUBLIC PEACE.VIOLATION OF LAW: PREVENTION OF CRUELTY TO ANIMALS ACT, 1960 - SECTIONS 11 AND  12. HOUSE TRESPASSING, CRIMINAL TRESPASSING. BNS/IPC PROVISIONS - CRIMINAL INTIMIDATION, ASSAULT, PROPERTY DAMAGE, DEFAMATION, BREACH OF PEACE. ANIMAL BIRTH CONTROL ,DOGS, RULES, 2023 - MISUSE OF STRAY DOGS, CREATING AGGRESSION. MY REQUESTS: URGENT ACTION AND FORWARDING OF THIS COMPLAINT TO SP/DCP/DM/CHIEF VETERINARY OFFICER/MUNICIPALITY. REGISTRATION OF FIR UNDER PCA 1960 AND  BNS PROVISIONS AGAINST ALL ACCUSED. ACTION TAKEN REPORT ,ATR, FROM LOCAL POLICE/MUNICIPALITY TO BE PROVIDED TO ME. NOTICE THAT THIS IS ORGANIZED MISUSE OF A MENTALLY UNSTABLE PERSON FOR HARASSMENT AND EXTORTION.EVIDENCE ENCLOSED: COPY OF VALID PET LICENSE, CCTV FOOTAGE, AUDIO/VIDEO RECORDINGS OF THREATS, PREVIOUS COMPLAINTS TO POLICE.IMPORTANT CLARIFICATION: I REITERATE THAT I ALONE AM RESPONSIBLE FOR THE SAFETY OF MY LICENSED PET DOG. I DO NOT CONSENT TO HANDING HIM OVER TO ANY AUTHORITY. MY REQUEST IS SOLELY FOR PROTECTION OF MY PET AND STRICT LEGAL ACTION AGAINST THE ACCUSED PERSONS. GIVEN THE SERIOUSNESS AND RISK TO PUBLIC SAFETY, I HUMBLY REQUEST URGENT INTERVENTION. OURS FAITHFULLY,
NAME - DIVYANSHU AWASTHI
ADDRESS - 888, TULSI MANAS MANDIR, ALINAGAR SUNAHARA, MANAS NAGAR, LUCKNOW, UTTAR PRADESH-226023
PHONE - 8787203980
PDF ATTACHED, VIDEO CAN BE SEEN VIA SCANNING QR CODE EASILY.","888, TULSI MANAS MANDIR, ALINAGAR SUNAHARA, MANAS NAGAR, LUCKNOW, UTTAR PRADESH-226023",-,-,-,22/10/2025,35,1,dog,pet,Not Applicable
50,22/08/2025,9-3/2025-26/2252/PCA,Abhai Nigam,-,"Accused has injured dogs gravely on several ocassions.He along with is brother risabh nigam , bother in law , sister in law and relative manish nigam has threatened to kill with knives , put animals in a sack and dislocate and poison them . These animals are being assaulted on daily basis.","13/151, Shivdham apartment , chaubey ji ka haat,Parmat , Civil lines",-,-,-,23/09/2025,35,1,dog,stray,harm_or_threat_to_dogs
51,22/08/2025,9-3/2025-26/2250/PCA,Baleshwar Prakash Rai,-,"hi Transport more then 10 dogs to its native place and leave the far from hear approx. 15km . and he kill one dog by betting . One Dog bite because he tease them , and then hi kill one dog . Take a strong action or if you cant take then ill kill him .","Avadhpuri colony, kanchanpur kandwa, varansi",-,-,-,23/09/2025,35,1,dog,stray,harm_or_threat_to_dogs
52,22/08/2025,9-3/2025-26/2249/PCA,Baleshwar prakash Rai,-,the person name baleshwar prakash rai Kill one dog by betting . and transport more then 10 dogs in  his car to more then 15 km form its native place,"Avadhpuri colony, kanchanpur kandwa varanasi",-,-,-,27/08/2025,35,1,dog,stray,harm_or_threat_to_dogs
53,17/08/2025,9-3/2025-26/2222/PCA,German Shepherd Owners,-,"On 16th August, 2025, I entered the Dada Dadi Public Park in Gaur City 1 around 8:00 pm to walk my dog. Several dogs were already there with their owners. As soon as I entered, a German Shepherd came running towards my leashed Lhasa Apso and attacked him for 10 minutes straight. I shouted, pulled, and tried to move the German Shepherd out of the way. While doing so, I got injured. 
Meanwhile, one of the male owners was not helping. Only the female one was helping. This resulted in my dog being severely injured and is getting treated at the Vet.
The owners knew their dog was aggressive and should have kept him on lease.","Dada Dadi Park, Gaur City 1, Greater Noida West, Noida",-,-,-,30/09/2025,35,1,dog,pet,harm_fear_or_nuisance_by_dogs
54,14/08/2025,9-3/2025-26/2210/PCA,Sunil chak,-,"On the day 04/08/2025  a black puppy was killed by a car driver at 04:39 PM with the car no. UP74AD0849 at the place with address vill post -Rui teh bhogaon district -mainpuri Uttar Pradesh 
The incident was recorded on CCTV and the video is attached along with the application",Vill post -Rui teh bhogaon district -mainpuri,-,-,-,23/09/2025,35,1,dog,stray,harm_or_threat_to_dogs
55,06/08/2025,9-3/2025-26/2166/PCA,Gokuldham Society Members,-,"I, Shivangi Banerjee, Advocate, a resident of the above-mentioned address, wish to bring to your urgent attention that I have been facing persistent harassment, threats, and intimidation from certain individuals in my locality solely for feeding, caring for, and facilitating the sterilization and vaccination of stray dogs as per the guidelines laid down by the Animal Birth Control Rules, 2023 and various judgements of the Honorable Supreme Court and High Courts. Despite my actions being entirely legal and aimed to promoting animal welfare, certain residents have taken a hostile and unlawful approach including making verbal threats, attempting to incite others against me, and threatening false FIRs, thereby causing immense mental distress and infringing upon my fundamental rights. These actions not only violate the rights guaranteed to citizens under BNS, Prevention of Cruelty to Animals Act, 1960, and relevant state laws. I humbly request your urgent intervention to ensure my safety, uphold the rule of law, and prevent further harassment. A detailed compliant draft, along with supported legal reasoning and factual background, has been uploaded for your kind pursual and necessary action.","D-31 Ground Floor, Mahindra Enclave, Beside Rama Paint House, Near Silver Shine School",-,-,-,23/09/2025,35,1,dog,stray,harm_or_threat_to_feeders
56,30/07/2025,9-3/2025-26/2134/PCA,chandrama patel,-,"chandrama patel vigat kai varshon se swayam ko pashu docter pracharit ka pashuon ka upchar kar pashupalkon ko arthik shoshan evam pashuon par atyachar kar rahe hain.
dinank 28/07/2025 ko inko dr samajh kar ukt ghatnasthal par ek bhains bimar thi jiska upchar hetu ghar par upasthit mahila dwara bulaya gaya tab inke dwara check karke bataya gaya ki garbit pashu ka bachha dead ho gaya hai niklne ka injection lagana hoga evam ek injection laga kar 1500/- lekar gaye sham ko sudhar na hone par vapis bulane par aaye tab check karke bataye ki bachcha jivit hai ek sui aur lagani hai evam 1000/- rs fees liye.
pashupalk ke ghar aane par inko call kar bulaya gaya to nahi aaye evam ukt upchar ke vishay mein kuchh batane se inkar kar diya gaya.
inke dwara is prakar varshon se docter bataya ja raha hia evam upchar kar illegle fees vasooli ja rahi hai.
najdiki pashuchikitsalay par jankari prapt karne par pata chala hai ki yah purntah jholachhap dr hain.",yadav lodge bhagwanpur varanasi,-,-,-,31/07/2025,35,1,cow,Not Applicable,Not Applicable
57,30/07/2025,9-3/2025-26/2129/PCA,Dinesh Kumar,-,"Seva me, 
Shree man ji, PRARTHI RAM ADHAR S/O RAM DULARE NIVASI GRAM KHODAYPUR POST BARARA BUZURG THANA GADAGANJ DISTT RAEBARELI KA MOOL NIVASI HAI. RAM MILAN S/O SURESH KUMAR JO KI MERE HI GAON K RAHNE VALE HAI, MERE DARVAJE PAR APNI SCHOOL BUS KHADI KARTE HAI, DINANK 28 JUN 25 KO SUBAH 0645HRS PR JAB RAM MILAN APNI SCHOOL BUS LENE AYE TO USI K SATH DINESH KUMAR S/O RAM SWAROOP JO KI MERE HI GAON K RAHNE VALE HAI DARVAJE PAR KOAI NA HONE KI VAJAH KA FAYADA UTHA KAR USI SCHOOL BUS SE LOHE KI ROD NIKAL KAR PURANI RANJIS KI VAJAH SE MERE DARVAJE PAR BANDHE MERE DAOG PAR HAMLA KAR DIYA JIS SE VAH JOR SE CHILLAKAR ACHET HOKAR GIR GYA. DOG KI CHEEKH SUN MERA POORA PARIWAR GHAR SE BAHAR NIKLA TO DEKHA KI MERA DOG ACHET HOKAR PADA HAI AUR US K NAK SE BLOOD KI JORDAR DHAR NIAKL RHI HAI, AUR MERE Chillane PR DINESH LOHE KI ROD KO HAND ME LIYE HUYE USI BUS ME BAITHAKAR FARAR HO GYA. IS GHTNA KI JANKARI MAINE DALYAL 112 AUR APNE HALKE POLICE THANE ME LIKHIT JANKARI DI PARANTU ABHI TAK KOAI KARYAHI NHI KI GYI. SHREE MAN JI SE NIVEDAN HAI KI UPROKT VIPASHIGADO K KHILAF SAKHT KANOONI KARYAHI KARTE HUYE DOG K ILLAJ KI BHARPAI KARAYI JAYE",Village khodaypur post barara buzurg thana gadaganj distt raebareli pin code 229207,-,-,-,27/08/2025,35,1,dog,pet,harm_or_threat_to_dogs
58,24/07/2025,9-3/2025-26/2091/PCA,Devansh Pandey,-,"My name is devansh pandey and my contact number is 8299704941 and my email.I d is devansh pandey two thousand two at the rate gmail dot com i want to lodge. A complaint is Noida sector 75 society, name gardenia, gateway block number 9. Some people are beating dogs and trying to remove them from this society. But according to animal cruelty act 1960 they cant do do people are not  allowing ask to feed them some people are also beating them and cursing those who are feeding them and taking care of them. I want to lodge a proper complaint against this issue. And you guys should look into it. This better because they can not speak. People are beating them and not allowing them to enter the society as they ae living here from two years or even more. It is maintenance job, relocate them to a game, save face and shelter, but they are not doing their job, and people are beating them.",Gardenia gateway plot 9 noida sector 75,-,-,-,27/08/2025,35,1,dog,stray,harm_or_threat_to_dogs_and_feeders
59,20/07/2025,9-3/2025-26/2068/PCA,Dimple Thapa,-,"Hi sir/maam,

I have last year shifted to raj empire society and i am a pet lover here i have seen people of society doing curelty with the street dogs. Multiple times i have seen them doing this and those who love dogs and fight against them the bunch of people start arguing with them as well we are not able to feed them as thy have made strict rules against those who feed street dog within society. Even though most of them are sterilised. I am against all of them and need your help in this also i want to hide my identity when ever the action is taken. If they got to know that i have filed complaint me and my family will be in trouble.
Please take action against all of those we are doing this.
This is my humble request.",-,-,-,-,24/07/2025,35,1,dog,stray,harm_or_threat_to_dogs_and_feeders
